"i","x","y"
8094,0.12451171875,-0.572265625
11613,0.125,-0.57275390625
11635,0.125,-0.572265625
8318,0.12158203125,-0.5703125
8087,0.1220703125,-0.57080078125
8321,0.1220703125,-0.5703125
8088,0.12255859375,-0.57080078125
8097,0.123046875,-0.5712890625
8099,0.123046875,-0.57080078125
8322,0.12255859375,-0.5703125
8092,0.12353515625,-0.57177734375
8093,0.1240234375,-0.572265625
8095,0.1240234375,-0.57177734375
8098,0.12353515625,-0.5712890625
8096,0.12451171875,-0.57177734375
8210,0.11669921875,-0.56640625
8295,0.1171875,-0.56689453125
8374,0.1171875,-0.56640625
8188,0.11279296875,-0.56298828125
8229,0.11328125,-0.5634765625
8231,0.11328125,-0.56298828125
9380,0.1123046875,-0.5625
9381,0.11279296875,-0.5625
8226,0.11474609375,-0.564453125
8215,0.115234375,-0.56494140625
8237,0.115234375,-0.564453125
8214,0.11572265625,-0.5654296875
8211,0.1162109375,-0.56591796875
8217,0.1162109375,-0.5654296875
8212,0.11669921875,-0.56591796875
8216,0.11572265625,-0.56494140625
8224,0.11376953125,-0.56396484375
8225,0.1142578125,-0.564453125
8227,0.1142578125,-0.56396484375
8230,0.11376953125,-0.5634765625
8228,0.11474609375,-0.56396484375
8282,0.12060546875,-0.5693359375
8319,0.12109375,-0.56982421875
8325,0.12109375,-0.5693359375
8301,0.119140625,-0.568359375
8280,0.11962890625,-0.56884765625
8302,0.11962890625,-0.568359375
8283,0.1201171875,-0.56884765625
8305,0.1201171875,-0.568359375
8284,0.12060546875,-0.56884765625
8292,0.11865234375,-0.56787109375
8303,0.119140625,-0.56787109375
8297,0.1181640625,-0.5673828125
8298,0.11865234375,-0.5673828125
8296,0.11767578125,-0.56689453125
8299,0.1181640625,-0.56689453125
8375,0.11767578125,-0.56640625
8320,0.12158203125,-0.56982421875
8495,0.06201171875,-0.50048828125
10484,0.0625,-0.5009765625
10486,0.0625,-0.50048828125
8496,0.06201171875,-0.5
10487,0.0625,-0.5
8553,0.09326171875,-0.54345703125
9553,0.09375,-0.5439453125
9555,0.09375,-0.54345703125
8605,0.0927734375,-0.54296875
8606,0.09326171875,-0.54296875
8622,0.09130859375,-0.541015625
8611,0.091796875,-0.54150390625
8633,0.091796875,-0.541015625
8610,0.09228515625,-0.5419921875
8607,0.0927734375,-0.54248046875
8613,0.0927734375,-0.5419921875
8608,0.09326171875,-0.54248046875
8612,0.09228515625,-0.54150390625
8626,0.09033203125,-0.5400390625
8623,0.0908203125,-0.54052734375
8629,0.0908203125,-0.5400390625
8624,0.09130859375,-0.54052734375
8627,0.08984375,-0.53955078125
8628,0.09033203125,-0.53955078125
8798,0.08984375,-0.5390625
8799,0.09033203125,-0.5390625
8699,0.08544921875,-0.5341796875
